TestTime,Voltage_V,Current_mA
13975,0.5385913,-20.00
13976,0.5384009,-20.00
13977,0.5389722,-20.00
13978,0.5394153,-20.00
13979,0.5392308,-20.00
13980,0.5387773,-20.00
13981,0.5391197,-20.00
13982,0.5393264,-20.00
13983,0.5390478,-20.00
13984,0.5394301,-20.00
13985,0.5387803,-20.00
13986,0.5389959,-20.00
13987,0.5390211,-20.00
13988,0.5390685,-20.00
13989,0.5387796,-20.00
13990,0.5390434,-20.00
13991,0.5385506,-20.00
13992,0.5383594,-20.00
13993,0.5386536,-20.00
13994,0.5383720,-20.00
13995,0.5386121,-20.00
13996,0.5392419,-20.00
13997,0.5390996,-20.00
13998,0.5390137,-20.00
13999,0.5380135,-20.00
14000,0.5376822,-20.00
14001,0.5384936,-20.00
14002,0.5380031,-20.00
14003,0.5391678,-20.00
14004,0.5396717,-20.00
14005,0.5391930,-20.00
14006,0.5387188,-20.00
14007,0.5381660,-20.00
14008,0.5383839,-20.00
14009,0.5382980,-20.00
14010,0.5380135,-20.00
14011,0.5382009,-20.00
14012,0.5379223,-20.00
14013,0.5383232,-20.00
14014,0.5381712,-20.00
14015,0.5381572,-20.00
14016,0.5377156,-20.00
14017,0.5377689,-20.00
14018,0.5384424,-20.00
14019,0.5383075,-20.00
14020,0.5382224,-20.00
14021,0.5389633,-20.00
14022,0.5385187,-20.00
14023,0.5388670,-20.00
14024,0.5387899,-20.00
14025,0.5387796,-20.00
14026,0.5380905,-20.00
14027,0.5388863,-20.00
14028,0.5388151,-20.00
14029,0.5389767,-20.00
14030,0.5391560,-20.00
14031,0.5380527,-20.00
14032,0.5378578,-20.00
14033,0.5389633,-20.00
14034,0.5384535,-20.00
14035,0.5390374,-20.00
14036,0.5384520,-20.00
14037,0.5383313,-20.00
14038,0.5381809,-20.00
14039,0.5377082,-20.00
14040,0.5380075,-20.00
14041,0.5382076,-20.00
14042,0.5382550,-20.00
14043,0.5385298,-20.00
14044,0.5380090,-20.00
14045,0.5376400,-20.00
14046,0.5378726,-20.00
14047,0.5378015,-20.00
14048,0.5375007,-20.00
14049,0.5372443,-20.00
14050,0.5381349,-20.00
14051,0.5384817,-20.00
14052,0.5384135,-20.00
14053,0.5384861,-20.00
14054,0.5382276,-20.00
14055,0.5379037,-20.00
14056,0.5378356,-20.00
14057,0.5382764,-20.00
14058,0.5376903,-20.00
14059,0.5378948,-20.00
14060,0.5380831,-20.00
14061,0.5377629,-20.00
14062,0.5376548,-20.00
14063,0.5377719,-20.00
14064,0.5370739,-20.00
14065,0.5382194,-20.00
14066,0.5383120,-20.00
14067,0.5379505,-20.00
14068,0.5376104,-20.00
14069,0.5377578,-20.00
14070,0.5378074,-20.00
14071,0.5383394,-20.00
14072,0.5380623,-20.00
14073,0.5379601,-20.00
14074,0.5379156,-20.00
14075,0.5380238,-20.00
14076,0.5373999,-20.00
14077,0.5380653,-20.00
14078,0.5377318,-20.00
14079,0.5370176,-20.00
14080,0.5369257,-20.00
14081,0.5371042,-20.00
14082,0.5367931,-20.00
14083,0.5378815,-20.00
14084,0.5376607,-20.00
14085,0.5375733,-20.00
14086,0.5365026,-20.00
14087,0.5368783,-20.00
14088,0.5367367,-20.00
14089,0.5370020,-20.00
14090,0.5372058,-20.00
14091,0.5371643,-20.00
14092,0.5382461,-20.00
14093,0.5370539,-20.00
14094,0.5376785,-20.00
14095,0.5367523,-20.00
14096,0.5366952,-20.00
14097,0.5374963,-20.00
14098,0.5375088,-20.00
14099,0.5373095,-20.00
14100,0.5369701,-20.00
14101,0.5367923,-20.00
14102,0.5369405,-20.00
14103,0.5370606,-20.00
14104,0.5366457,-20.00
14105,0.5371487,-20.00
14106,0.5368427,-20.00
14107,0.5374281,-20.00
14108,0.5367079,-20.00
14109,0.5372518,-20.00
14110,0.5366626,-20.00
14111,0.5367212,-20.00
14112,0.5369983,-20.00
14113,0.5360224,-20.00
14114,0.5369524,-20.00
14115,0.5369961,-20.00
14116,0.5373117,-20.00
14117,0.5369234,-20.00
14118,0.5368960,-20.00
14119,0.5362826,-20.00
14120,0.5368249,-20.00
14121,0.5366901,-20.00
14122,0.5368649,-20.00
14123,0.5362204,-20.00
14124,0.5365619,-20.00
14125,0.5370346,-20.00
14126,0.5368397,-20.00
14127,0.5374296,-20.00
14128,0.5365923,-20.00
14129,0.5366842,-20.00
14130,0.5369456,-20.00
14131,0.5365745,-20.00
14132,0.5364189,-20.00
14133,0.5372880,-20.00
14134,0.5372295,-20.00
14135,0.5365463,-20.00
14136,0.5366086,-20.00
14137,0.5363256,-20.00
14138,0.5365182,-20.00
14139,0.5365152,-20.00
14140,0.5359854,-20.00
14141,0.5350422,-20.00
14142,0.5360476,-20.00
14143,0.5362396,-20.00
14144,0.5362945,-20.00
14145,0.5362952,-20.00
14146,0.5362744,-20.00
14147,0.5362166,-20.00
14148,0.5362811,-20.00
14149,0.5367153,-20.00
14150,0.5360558,-20.00
14151,0.5361277,-20.00
14152,0.5361492,-20.00
14153,0.5359358,-20.00
14154,0.5362011,-20.00
14155,0.5365049,-20.00
14156,0.5366234,-20.00
14157,0.5367197,-20.00
14158,0.5357261,-20.00
14159,0.5353927,-20.00
14160,0.5361196,-20.00
14161,0.5365004,-20.00
14162,0.5361292,-20.00
14163,0.5356720,-20.00
14164,0.5358461,-20.00
14165,0.5354171,-20.00
14166,0.5353490,-20.00
14167,0.5348503,-20.00
14168,0.5352453,-20.00
14169,0.5357950,-20.00
14170,0.5359276,-20.00
14171,0.5354690,-20.00
14172,0.5363174,-20.00
14173,0.5365493,-20.00
14174,0.5370384,-20.00
14175,0.5361069,-20.00
14176,0.5352912,-20.00
14177,0.5363033,-20.00
14178,0.5354875,-20.00
14179,0.5360469,-20.00
14180,0.5365945,-20.00
14181,0.5356898,-20.00
14182,0.5356083,-20.00
14183,0.5361952,-20.00
14184,0.5356942,-20.00
14185,0.5354156,-20.00
14186,0.5347970,-20.00
14187,0.5358054,-20.00
14188,0.5364012,-20.00
14189,0.5355624,-20.00
14190,0.5354201,-20.00
14191,0.5351948,-20.00
14192,0.5361188,-20.00
14193,0.5355594,-20.00
14194,0.5360795,-20.00
14195,0.5361025,-20.00
14196,0.5356913,-20.00
14197,0.5364885,-20.00
14198,0.5357046,-20.00
14199,0.5360143,-20.00
14200,0.5364338,-20.00
14201,0.5362885,-20.00
14202,0.5364004,-20.00
14203,0.5357372,-20.00
14204,0.5355476,-20.00
14205,0.5363500,-20.00
14206,0.5353882,-20.00
14207,0.5355653,-20.00
14208,0.5355535,-20.00
14209,0.5355743,-20.00
14210,0.5360469,-20.00
14211,0.5360861,-20.00
14212,0.5354823,-20.00
14213,0.5354112,-20.00
14214,0.5348696,-20.00
14215,0.5357602,-20.00
14216,0.5347770,-20.00
14217,0.5355935,-20.00
14218,0.5352771,-20.00
14219,0.5351889,-20.00
14220,0.5356668,-20.00
14221,0.5347629,-20.00
14222,0.5350140,-20.00
14223,0.5361848,-20.00
14224,0.5357195,-20.00
14225,0.5358817,-20.00
14226,0.5351296,-20.00
14227,0.5352764,-20.00
14228,0.5356528,-20.00
14229,0.5356113,-20.00
14230,0.5354186,-20.00
14231,0.5350659,-20.00
14232,0.5358676,-20.00
14233,0.5353283,-20.00
14234,0.5357283,-20.00
14235,0.5355890,-20.00
14236,0.5355327,-20.00
14237,0.5348511,-20.00
14238,0.5354335,-20.00
14239,0.5354979,-20.00
14240,0.5353971,-20.00
14241,0.5351267,-20.00
14242,0.5350066,-20.00
14243,0.5359121,-20.00
14244,0.5355898,-20.00
14245,0.5353534,-20.00
14246,0.5343295,-20.00
14247,0.5345006,-20.00
14248,0.5346873,-20.00
14249,0.5349829,-20.00
14250,0.5341916,-20.00
14251,0.5348851,-20.00
14252,0.5355417,-20.00
14253,0.5352563,-20.00
14254,0.5351674,-20.00
14255,0.5347488,-20.00
14256,0.5344850,-20.00
14257,0.5344235,-20.00
14258,0.5344910,-20.00
14259,0.5345562,-20.00
14260,0.5347799,-20.00
14261,0.5354379,-20.00
14262,0.5347636,-20.00
14263,0.5337226,-20.00
14264,0.5336670,-20.00
14265,0.5344917,-20.00
14266,0.5345162,-20.00
14267,0.5351866,-20.00
14268,0.5345902,-20.00
14269,0.5347303,-20.00
14270,0.5349252,-20.00
14271,0.5361226,-20.00
14272,0.5347955,-20.00
14273,0.5348792,-20.00
14274,0.5350266,-20.00
14275,0.5343391,-20.00
14276,0.5347095,-20.00
14277,0.5335944,-20.00
14278,0.5334617,-20.00
14279,0.5347006,-20.00
14280,0.5339056,-20.00
14281,0.5345206,-20.00
14282,0.5339945,-20.00
14283,0.5345784,-20.00
14284,0.5351444,-20.00
14285,0.5351652,-20.00
14286,0.5336322,-20.00
14287,0.5345665,-20.00
14288,0.5343265,-20.00
14289,0.5344072,-20.00
14290,0.5349637,-20.00
14291,0.5342197,-20.00
14292,0.5342197,-20.00
14293,0.5335248,-20.00
14294,0.5340997,-20.00
14295,0.5340864,-20.00
14296,0.5344702,-20.00
14297,0.5340834,-20.00
14298,0.5345517,-20.00
14299,0.5347429,-20.00
14300,0.5342094,-20.00
14301,0.5337070,-20.00
14302,0.5345473,-20.00
14303,0.5341330,-20.00
14304,0.5341449,-20.00
14305,0.5336878,-20.00
14306,0.5335218,-20.00
14307,0.5342101,-20.00
14308,0.5346703,-20.00
14309,0.5336552,-20.00
14310,0.5338167,-20.00
14311,0.5336581,-20.00
14312,0.5341709,-20.00
14313,0.5333632,-20.00
14314,0.5332047,-20.00
14315,0.5336826,-20.00
14316,0.5332209,-20.00
14317,0.5345606,-20.00
14318,0.5345776,-20.00
14319,0.5337989,-20.00
14320,0.5338908,-20.00
14321,0.5335515,-20.00
14322,0.5341153,-20.00
14323,0.5338463,-20.00
14324,0.5344777,-20.00
14325,0.5341271,-20.00
14326,0.5331572,-20.00
14327,0.5329617,-20.00
14328,0.5336322,-20.00
14329,0.5332699,-20.00
14330,0.5336078,-20.00
14331,0.5339034,-20.00
14332,0.5343161,-20.00
14333,0.5339315,-20.00
14334,0.5340686,-20.00
14335,0.5336448,-20.00
14336,0.5334892,-20.00
14337,0.5341101,-20.00
14338,0.5331691,-20.00
14339,0.5331291,-20.00
14340,0.5340938,-20.00
14341,0.5327164,-20.00
14342,0.5339264,-20.00
14343,0.5344406,-20.00
14344,0.5340301,-20.00
14345,0.5330853,-20.00
14346,0.5336404,-20.00
14347,0.5337722,-20.00
14348,0.5335381,-20.00
14349,0.5333247,-20.00
14350,0.5336611,-20.00
14351,0.5332506,-20.00
14352,0.5332669,-20.00
14353,0.5333440,-20.00
14354,0.5335248,-20.00
14355,0.5333440,-20.00
14356,0.5334389,-20.00
14357,0.5335388,-20.00
14358,0.5328579,-20.00
14359,0.5326475,-20.00
14360,0.5330883,-20.00
14361,0.5327587,-20.00
14362,0.5326112,-20.00
14363,0.5326327,-20.00
14364,0.5326934,-20.00
14365,0.5332550,-20.00
14366,0.5334670,-20.00
14367,0.5333632,-20.00
14368,0.5334240,-20.00
14369,0.5328349,-20.00
14370,0.5330076,-20.00
14371,0.5328497,-20.00
14372,0.5337278,-20.00
14373,0.5331342,-20.00
14374,0.5340553,-20.00
14375,0.5331202,-20.00
14376,0.5331231,-20.00
14377,0.5331542,-20.00
14378,0.5333558,-20.00
14379,0.5326393,-20.00
14380,0.5326341,-20.00
14381,0.5326312,-20.00
14382,0.5328372,-20.00
14383,0.5322570,-20.00
14384,0.5329587,-20.00
14385,0.5333114,-20.00
14386,0.5329868,-20.00
14387,0.5327557,-20.00
14388,0.5326757,-20.00
14389,0.5328416,-20.00
14390,0.5329631,-20.00
14391,0.5327468,-20.00
14392,0.5329824,-20.00
14393,0.5323778,-20.00
14394,0.5325423,-20.00
14395,0.5320199,-20.00
14396,0.5319318,-20.00
14397,0.5319650,-20.00
14398,0.5325230,-20.00
14399,0.5331587,-20.00
14400,0.5323867,-20.00
14401,0.5330490,-20.00
14402,0.5327082,-20.00
14403,0.5325334,-20.00
14404,0.5323867,-20.00
14405,0.5315353,-20.00
14406,0.5319436,-20.00
14407,0.5325875,-20.00
14408,0.5327112,-20.00
14409,0.5325201,-20.00
14410,0.5324214,-20.00
14411,0.5316835,-20.00
14412,0.5319539,-20.00
14413,0.5318909,-20.00
14414,0.5324036,-20.00
14415,0.5316547,-20.00
14416,0.5316887,-20.00
14417,0.5315108,-20.00
14418,0.5315835,-20.00
14419,0.5320488,-20.00
14420,0.5316694,-20.00
14421,0.5326312,-20.00
14422,0.5322281,-20.00
14423,0.5321496,-20.00
14424,0.5319902,-20.00
14425,0.5315138,-20.00
14426,0.5325127,-20.00
14427,0.5317895,-20.00
14428,0.5316650,-20.00
14429,0.5317391,-20.00
14430,0.5328668,-20.00
14431,0.5325830,-20.00
14432,0.5323644,-20.00
14433,0.5318517,-20.00
14434,0.5319614,-20.00
14435,0.5329424,-20.00
14436,0.5324466,-20.00
14437,0.5319377,-20.00
14438,0.5319710,-20.00
14439,0.5320029,-20.00
14440,0.5317635,-20.00
14441,0.5321155,-20.00
14442,0.5314960,-20.00
14443,0.5320088,-20.00
14444,0.5320992,-20.00
14445,0.5319525,-20.00
14446,0.5313582,-20.00
14447,0.5322051,-20.00
14448,0.5320888,-20.00
14449,0.5321258,-20.00
14450,0.5313745,-20.00
14451,0.5316353,-20.00
14452,0.5324422,-20.00
14453,0.5325571,-20.00
14454,0.5313790,-20.00
14455,0.5316635,-20.00
14456,0.5305417,-20.00
14457,0.5312160,-20.00
14458,0.5316969,-20.00
14459,0.5314693,-20.00
14460,0.5318962,-20.00
14461,0.5314249,-20.00
14462,0.5317613,-20.00
14463,0.5314471,-20.00
14464,0.5316324,-20.00
14465,0.5322503,-20.00
14466,0.5314671,-20.00
14467,0.5321318,-20.00
14468,0.5306395,-20.00
14469,0.5309285,-20.00
14470,0.5315583,-20.00
14471,0.5311041,-20.00
14472,0.5310678,-20.00
14473,0.5311300,-20.00
14474,0.5313419,-20.00
14475,0.5315078,-20.00
14476,0.5319124,-20.00
14477,0.5306559,-20.00
14478,0.5305713,-20.00
14479,0.5308499,-20.00
14480,0.5312011,-20.00
14481,0.5316005,-20.00
14482,0.5315627,-20.00
14483,0.5318909,-20.00
14484,0.5320710,-20.00
14485,0.5316161,-20.00
14486,0.5307173,-20.00
14487,0.5307003,-20.00
14488,0.5305906,-20.00
14489,0.5312322,-20.00
14490,0.5313538,-20.00
14491,0.5310715,-20.00
14492,0.5310782,-20.00
14493,0.5311449,-20.00
14494,0.5318932,-20.00
14495,0.5302290,-20.00
14496,0.5307877,-20.00
14497,0.5309656,-20.00
14498,0.5312115,-20.00
14499,0.5306128,-20.00
14500,0.5313108,-20.00
14501,0.5312819,-20.00
14502,0.5309937,-20.00
14503,0.5314367,-20.00
14504,0.5312789,-20.00
14505,0.5308981,-20.00
14506,0.5304646,-20.00
14507,0.5309344,-20.00
14508,0.5314501,-20.00
14509,0.5318413,-20.00
14510,0.5308892,-20.00
14511,0.5312412,-20.00
14512,0.5314308,-20.00
14513,0.5307395,-20.00
14514,0.5302824,-20.00
14515,0.5304898,-20.00
14516,0.5300809,-20.00
14517,0.5302268,-20.00
14518,0.5297000,-20.00
14519,0.5299615,-20.00
14520,0.5300868,-20.00
14521,0.5310144,-20.00
14522,0.5308381,-20.00
14523,0.5300083,-20.00
14524,0.5306662,-20.00
14525,0.5304846,-20.00
14526,0.5314116,-20.00
14527,0.5308663,-20.00
14528,0.5304905,-20.00
14529,0.5303031,-20.00
14530,0.5305358,-20.00
14531,0.5314175,-20.00
14532,0.5303653,-20.00
14533,0.5306157,-20.00
14534,0.5302572,-20.00
14535,0.5307655,-20.00
14536,0.5301075,-20.00
14537,0.5308737,-20.00
14538,0.5297630,-20.00
14539,0.5301520,-20.00
14540,0.5306847,-20.00
14541,0.5302157,-20.00
14542,0.5302468,-20.00
14543,0.5302764,-20.00
14544,0.5307877,-20.00
14545,0.5300660,-20.00
14546,0.5294377,-20.00
14547,0.5299001,-20.00
14548,0.5298230,-20.00
14549,0.5294125,-20.00
14550,0.5294436,-20.00
14551,0.5288450,-20.00
14552,0.5296111,-20.00
14553,0.5304002,-20.00
14554,0.5303698,-20.00
14555,0.5299504,-20.00
14556,0.5294392,-20.00
14557,0.5301690,-20.00
14558,0.5303705,-20.00
14559,0.5299104,-20.00
14560,0.5295347,-20.00
14561,0.5301468,-20.00
14562,0.5309611,-20.00
14563,0.5303401,-20.00
14564,0.5303713,-20.00
14565,0.5306440,-20.00
14566,0.5314523,-20.00
14567,0.5306462,-20.00
14568,0.5305454,-20.00
14569,0.5301431,-20.00
14570,0.5296192,-20.00
14571,0.5298786,-20.00
14572,0.5297623,-20.00
14573,0.5298008,-20.00
14574,0.5297623,-20.00
14575,0.5297667,-20.00
14576,0.5296770,-20.00
14577,0.5300652,-20.00
14578,0.5291391,-20.00
14579,0.5300512,-20.00
14580,0.5301875,-20.00
14581,0.5296614,-20.00
14582,0.5297371,-20.00
14583,0.5299668,-20.00
14584,0.5300386,-20.00
14585,0.5298897,-20.00
14586,0.5304187,-20.00
14587,0.5295073,-20.00
14588,0.5297208,-20.00
14589,0.5290568,-20.00
14590,0.5299653,-20.00
14591,0.5294866,-20.00
14592,0.5292569,-20.00
14593,0.5296932,-20.00
14594,0.5294621,-20.00
14595,0.5296525,-20.00
14596,0.5292628,-20.00
14597,0.5291680,-20.00
14598,0.5297000,-20.00
14599,0.5291888,-20.00
14600,0.5293266,-20.00
14601,0.5285397,-20.00
14602,0.5288279,-20.00
14603,0.5290702,-20.00
14604,0.5292036,-20.00
14605,0.5287516,-20.00
14606,0.5292199,-20.00
14607,0.5295051,-20.00
14608,0.5298660,-20.00
14609,0.5295370,-20.00
14610,0.5289072,-20.00
14611,0.5293843,-20.00
14612,0.5298341,-20.00
14613,0.5293043,-20.00
14614,0.5296585,-20.00
14615,0.5294866,-20.00
14616,0.5296192,-20.00
14617,0.5296052,-20.00
14618,0.5292273,-20.00
14619,0.5285485,-20.00
14620,0.5282581,-20.00
14621,0.5290346,-20.00
14622,0.5293310,-20.00
14623,0.5287271,-20.00
14624,0.5283907,-20.00
14625,0.5289724,-20.00
14626,0.5295088,-20.00
14627,0.5288894,-20.00
14628,0.5291250,-20.00
14629,0.5289716,-20.00
14630,0.5298563,-20.00
14631,0.5293769,-20.00
14632,0.5290020,-20.00
14633,0.5285664,-20.00
14634,0.5283381,-20.00
14635,0.5293266,-20.00
14636,0.5283989,-20.00
14637,0.5290324,-20.00
14638,0.5293592,-20.00
14639,0.5288123,-20.00
14640,0.5289828,-20.00
14641,0.5281973,-20.00
14642,0.5284078,-20.00
14643,0.5286301,-20.00
14644,0.5292021,-20.00
14645,0.5287374,-20.00
14646,0.5298304,-20.00
14647,0.5286730,-20.00
14648,0.5286819,-20.00
14649,0.5292376,-20.00
14650,0.5294169,-20.00
14651,0.5287204,-20.00
14652,0.5283026,-20.00
14653,0.5288376,-20.00
14654,0.5285478,-20.00
14655,0.5287789,-20.00
14656,0.5276549,-20.00
14657,0.5283737,-20.00
14658,0.5284063,-20.00
14659,0.5283811,-20.00
14660,0.5283418,-20.00
14661,0.5287160,-20.00
14662,0.5291162,-20.00
14663,0.5281218,-20.00
14664,0.5283945,-20.00
14665,0.5274698,-20.00
14666,0.5283189,-20.00
14667,0.5286967,-20.00
14668,0.5291784,-20.00
14669,0.5277327,-20.00
14670,0.5278239,-20.00
14671,0.5281218,-20.00
14672,0.5280114,-20.00
14673,0.5282751,-20.00
14674,0.5279884,-20.00
14675,0.5282722,-20.00
14676,0.5287842,-20.00
14677,0.5282107,-20.00
14678,0.5282248,-20.00
14679,0.5285137,-20.00
14680,0.5280522,-20.00
14681,0.5277913,-20.00
14682,0.5282714,-20.00
14683,0.5285649,-20.00
14684,0.5280818,-20.00
14685,0.5284048,-20.00
14686,0.5278535,-20.00
14687,0.5276920,-20.00
14688,0.5277883,-20.00
14689,0.5283352,-20.00
14690,0.5286974,-20.00
14691,0.5285152,-20.00
14692,0.5274875,-20.00
14693,0.5283930,-20.00
14694,0.5278468,-20.00
14695,0.5282270,-20.00
14696,0.5272119,-20.00
14697,0.5285167,-20.00
14698,0.5279521,-20.00
14699,0.5279884,-20.00
14700,0.5270860,-20.00
14701,0.5272971,-20.00
14702,0.5272549,-20.00
14703,0.5281055,-20.00
14704,0.5282218,-20.00
14705,0.5283966,-20.00
14706,0.5272326,-20.00
14707,0.5272126,-20.00
14708,0.5280670,-20.00
14709,0.5275512,-20.00
14710,0.5267473,-20.00
14711,0.5274490,-20.00
14712,0.5274312,-20.00
14713,0.5272223,-20.00
14714,0.5277550,-20.00
14715,0.5275838,-20.00
14716,0.5275379,-20.00
14717,0.5283129,-20.00
14718,0.5289102,-20.00
14719,0.5276645,-20.00
14720,0.5276357,-20.00
14721,0.5276387,-20.00
14722,0.5276720,-20.00
14723,0.5280358,-20.00
14724,0.5270059,-20.00
14725,0.5273631,-20.00
14726,0.5272845,-20.00
14727,0.5279366,-20.00
14728,0.5275779,-20.00
14729,0.5270415,-20.00
14730,0.5271260,-20.00
14731,0.5283352,-20.00
14732,0.5276268,-20.00
14733,0.5272134,-20.00
14734,0.5271333,-20.00
14735,0.5276942,-20.00
14736,0.5278891,-20.00
14737,0.5271348,-20.00
14738,0.5277039,-20.00
14739,0.5274215,-20.00
14740,0.5279396,-20.00
14741,0.5281633,-20.00
14742,0.5269393,-20.00
14743,0.5270149,-20.00
14744,0.5273163,-20.00
14745,0.5264346,-20.00
14746,0.5259093,-20.00
14747,0.5271393,-20.00
14748,0.5270630,-20.00
14749,0.5272741,-20.00
14750,0.5279721,-20.00
14751,0.5276298,-20.00
14752,0.5270607,-20.00
14753,0.5272630,-20.00
14754,0.5274867,-20.00
14755,0.5269274,-20.00
14756,0.5269977,-20.00
14757,0.5269719,-20.00
14758,0.5275572,-20.00
14759,0.5272519,-20.00
14760,0.5270089,-20.00
14761,0.5271659,-20.00
14762,0.5273112,-20.00
14763,0.5275290,-20.00
14764,0.5272511,-20.00
14765,0.5271282,-20.00
14766,0.5265984,-20.00
14767,0.5267940,-20.00
14768,0.5264636,-20.00
14769,0.5266028,-20.00
14770,0.5269140,-20.00
14771,0.5270807,-20.00
14772,0.5268473,-20.00
14773,0.5272341,-20.00
14774,0.5268391,-20.00
14775,0.5264369,-20.00
14776,0.5273823,-20.00
14777,0.5272356,-20.00
14778,0.5267569,-20.00
14779,0.5265880,-20.00
14780,0.5259893,-20.00
14781,0.5271148,-20.00
14782,0.5263139,-20.00
14783,0.5265021,-20.00
14784,0.5266554,-20.00
14785,0.5263946,-20.00
14786,0.5262316,-20.00
14787,0.5263427,-20.00
14788,0.5263228,-20.00
14789,0.5266354,-20.00
14790,0.5271659,-20.00
14791,0.5263450,-20.00
14792,0.5261323,-20.00
14793,0.5265954,-20.00
14794,0.5265539,-20.00
14795,0.5274334,-20.00
14796,0.5274994,-20.00
14797,0.5271696,-20.00
14798,0.5270726,-20.00
14799,0.5277876,-20.00
14800,0.5276498,-20.00
14801,0.5259204,-20.00
14802,0.5262849,-20.00
14803,0.5263598,-20.00
14804,0.5266361,-20.00
14805,0.5261390,-20.00
14806,0.5268651,-20.00
14807,0.5264784,-20.00
14808,0.5264621,-20.00
14809,0.5264369,-20.00
14810,0.5268518,-20.00
14811,0.5264013,-20.00
14812,0.5256618,-20.00
14813,0.5266080,-20.00
14814,0.5260026,-20.00
14815,0.5261464,-20.00
14816,0.5255210,-20.00
14817,0.5256603,-20.00
14818,0.5257389,-20.00
14819,0.5264287,-20.00
14820,0.5270948,-20.00
14821,0.5265777,-20.00
14822,0.5258989,-20.00
14823,0.5264102,-20.00
14824,0.5258485,-20.00
14825,0.5257248,-20.00
14826,0.5257129,-20.00
14827,0.5264428,-20.00
14828,0.5262679,-20.00
14829,0.5261983,-20.00
14830,0.5267843,-20.00
14831,0.5264769,-20.00
14832,0.5264502,-20.00
14833,0.5264310,-20.00
14834,0.5268073,-20.00
14835,0.5263999,-20.00
14836,0.5257952,-20.00
14837,0.5267510,-20.00
14838,0.5263613,-20.00
14839,0.5255470,-20.00
14840,0.5259063,-20.00
14841,0.5268607,-20.00
14842,0.5254707,-20.00
14843,0.5259359,-20.00
14844,0.5257715,-20.00
14845,0.5263702,-20.00
14846,0.5256189,-20.00
14847,0.5253403,-20.00
14848,0.5257537,-20.00
14849,0.5258426,-20.00
14850,0.5259627,-20.00
14851,0.5260049,-20.00
14852,0.5256914,-20.00
14853,0.5254433,-20.00
14854,0.5256292,-20.00
14855,0.5254929,-20.00
14856,0.5253306,-20.00
14857,0.5249342,-20.00
14858,0.5257811,-20.00
14859,0.5262746,-20.00
14860,0.5262857,-20.00
14861,0.5256892,-20.00
14862,0.5256233,-20.00
14863,0.5260938,-20.00
14864,0.5259063,-20.00
14865,0.5253173,-20.00
14866,0.5250335,-20.00
14867,0.5252069,-20.00
14868,0.5253655,-20.00
14869,0.5261435,-20.00
14870,0.5250327,-20.00
14871,0.5254247,-20.00
14872,0.5256922,-20.00
14873,0.5251165,-20.00
14874,0.5252914,-20.00
14875,0.5251862,-20.00
14876,0.5258041,-20.00
14877,0.5257263,-20.00
14878,0.5249535,-20.00
14879,0.5236679,-20.00
14880,0.5242037,-20.00
14881,0.5249239,-20.00
14882,0.5249742,-20.00
14883,0.5251269,-20.00
14884,0.5255544,-20.00
14885,0.5255010,-20.00
14886,0.5253513,-20.00
14887,0.5250483,-20.00
14888,0.5249253,-20.00
14889,0.5252321,-20.00
14890,0.5248779,-20.00
14891,0.5248853,-20.00
14892,0.5249801,-20.00
14893,0.5252543,-20.00
14894,0.5253425,-20.00
14895,0.5252091,-20.00
14896,0.5246675,-20.00
14897,0.5243800,-20.00
14898,0.5247831,-20.00
14899,0.5251743,-20.00
14900,0.5255389,-20.00
14901,0.5249601,-20.00
14902,0.5247253,-20.00
14903,0.5251802,-20.00
14904,0.5253625,-20.00
14905,0.5253166,-20.00
14906,0.5253003,-20.00
14907,0.5248898,-20.00
14908,0.5254173,-20.00
14909,0.5259671,-20.00
14910,0.5257900,-20.00
14911,0.5251054,-20.00
14912,0.5251217,-20.00
14913,0.5250564,-20.00
14914,0.5255848,-20.00
14915,0.5244400,-20.00
14916,0.5251217,-20.00
14917,0.5251595,-20.00
14918,0.5251832,-20.00
14919,0.5252721,-20.00
14920,0.5244719,-20.00
14921,0.5246423,-20.00
14922,0.5246445,-20.00
14923,0.5245090,-20.00
14924,0.5246890,-20.00
14925,0.5242140,-20.00
14926,0.5246868,-20.00
14927,0.5253366,-20.00
14928,0.5249268,-20.00
14929,0.5245712,-20.00
14930,0.5241578,-20.00
14931,0.5250617,-20.00
14932,0.5248142,-20.00
14933,0.5239087,-20.00
14934,0.5244556,-20.00
14935,0.5244956,-20.00
14936,0.5249816,-20.00
14937,0.5248408,-20.00
14938,0.5245682,-20.00
14939,0.5248371,-20.00
14940,0.5243726,-20.00
14941,0.5248675,-20.00
14942,0.5243148,-20.00
14943,0.5233805,-20.00
14944,0.5236679,-20.00
14945,0.5242289,-20.00
14946,0.5249342,-20.00
14947,0.5242126,-20.00
14948,0.5244749,-20.00
14949,0.5242111,-20.00
14950,0.5248038,-20.00
14951,0.5242763,-20.00
14952,0.5242541,-20.00
14953,0.5240228,-20.00
14954,0.5238346,-20.00
14955,0.5234761,-20.00
14956,0.5237353,-20.00
14957,0.5240288,-20.00
14958,0.5240199,-20.00
14959,0.5245475,-20.00
14960,0.5246289,-20.00
14961,0.5242022,-20.00
14962,0.5238169,-20.00
14963,0.5237635,-20.00
14964,0.5239547,-20.00
14965,0.5240243,-20.00
14966,0.5244111,-20.00
14967,0.5245000,-20.00
14968,0.5245608,-20.00
14969,0.5241600,-20.00
14970,0.5243652,-20.00
14971,0.5243207,-20.00
14972,0.5238213,-20.00
