TestTime,Voltage_V,Current_mA
28575,0.7209294,20.00
28576,0.7204446,20.00
28577,0.7201370,20.00
28578,0.7203201,20.00
28579,0.7203237,20.00
28580,0.7203794,20.00
28581,0.7207389,20.00
28582,0.7202548,20.00
28583,0.7206729,20.00
28584,0.7209427,20.00
28585,0.7212422,20.00
28586,0.7205588,20.00
28587,0.7205617,20.00
28588,0.7204631,20.00
28589,0.7204669,20.00
28590,0.7197612,20.00
28591,0.7196782,20.00
28592,0.7202911,20.00
28593,0.7205046,20.00
28594,0.7211139,20.00
28595,0.7205787,20.00
28596,0.7205669,20.00
28597,0.7204068,20.00
28598,0.7207397,20.00
28599,0.7207485,20.00
28600,0.7200266,20.00
28601,0.7203853,20.00
28602,0.7203994,20.00
28603,0.7205632,20.00
28604,0.7204535,20.00
28605,0.7198724,20.00
28606,0.7204053,20.00
28607,0.7207723,20.00
28608,0.7210013,20.00
28609,0.7201096,20.00
28610,0.7204328,20.00
28611,0.7212236,20.00
28612,0.7216143,20.00
28613,0.7208805,20.00
28614,0.7207708,20.00
28615,0.7204461,20.00
28616,0.7210539,20.00
28617,0.7205335,20.00
28618,0.7205202,20.00
28619,0.7202645,20.00
28620,0.7210502,20.00
28621,0.7213074,20.00
28622,0.7206032,20.00
28623,0.7204898,20.00
28624,0.7209235,20.00
28625,0.7209412,20.00
28626,0.7205343,20.00
28627,0.7209116,20.00
28628,0.7214794,20.00
28629,0.7205172,20.00
28630,0.7211680,20.00
28631,0.7211844,20.00
28632,0.7209561,20.00
28633,0.7209983,20.00
28634,0.7214127,20.00
28635,0.7212881,20.00
28636,0.7206989,20.00
28637,0.7210450,20.00
28638,0.7212881,20.00
28639,0.7214964,20.00
28640,0.7211888,20.00
28641,0.7215876,20.00
28642,0.7213104,20.00
28643,0.7220004,20.00
28644,0.7218485,20.00
28645,0.7220739,20.00
28646,0.7208597,20.00
28647,0.7210020,20.00
28648,0.7214290,20.00
28649,0.7209798,20.00
28650,0.7204142,20.00
28651,0.7206136,20.00
28652,0.7208064,20.00
28653,0.7214142,20.00
28654,0.7218700,20.00
28655,0.7224993,20.00
28656,0.7211376,20.00
28657,0.7217670,20.00
28658,0.7213830,20.00
28659,0.7217181,20.00
28660,0.7211073,20.00
28661,0.7215817,20.00
28662,0.7215706,20.00
28663,0.7215506,20.00
28664,0.7216847,20.00
28665,0.7213897,20.00
28666,0.7215305,20.00
28667,0.7212422,20.00
28668,0.7210480,20.00
28669,0.7208886,20.00
28670,0.7206773,20.00
28671,0.7211102,20.00
28672,0.7216446,20.00
28673,0.7212770,20.00
28674,0.7214394,20.00
28675,0.7216277,20.00
28676,0.7225927,20.00
28677,0.7217463,20.00
28678,0.7218907,20.00
28679,0.7216365,20.00
28680,0.7220813,20.00
28681,0.7224178,20.00
28682,0.7218782,20.00
28683,0.7213905,20.00
28684,0.7208916,20.00
28685,0.7215847,20.00
28686,0.7218456,20.00
28687,0.7212970,20.00
28688,0.7215713,20.00
28689,0.7218040,20.00
28690,0.7211666,20.00
28691,0.7214276,20.00
28692,0.7207649,20.00
28693,0.7214809,20.00
28694,0.7217136,20.00
28695,0.7216425,20.00
28696,0.7210287,20.00
28697,0.7219464,20.00
28698,0.7218040,20.00
28699,0.7218530,20.00
28700,0.7212347,20.00
28701,0.7218367,20.00
28702,0.7218856,20.00
28703,0.7217284,20.00
28704,0.7213089,20.00
28705,0.7214031,20.00
28706,0.7220739,20.00
28707,0.7217336,20.00
28708,0.7225320,20.00
28709,0.7210991,20.00
28710,0.7212414,20.00
28711,0.7219478,20.00
28712,0.7223051,20.00
28713,0.7216847,20.00
28714,0.7216691,20.00
28715,0.7216899,20.00
28716,0.7210806,20.00
28717,0.7219663,20.00
28718,0.7218011,20.00
28719,0.7217314,20.00
28720,0.7219167,20.00
28721,0.7218240,20.00
28722,0.7219849,20.00
28723,0.7221984,20.00
28724,0.7215580,20.00
28725,0.7219878,20.00
28726,0.7224838,20.00
28727,0.7223318,20.00
28728,0.7223541,20.00
28729,0.7228225,20.00
28730,0.7225764,20.00
28731,0.7218485,20.00
28732,0.7225735,20.00
28733,0.7218693,20.00
28734,0.7227172,20.00
28735,0.7225883,20.00
28736,0.7220524,20.00
28737,0.7222548,20.00
28738,0.7225556,20.00
28739,0.7222962,20.00
28740,0.7223066,20.00
28741,0.7221717,20.00
28742,0.7218871,20.00
28743,0.7221050,20.00
28744,0.7225994,20.00
28745,0.7214519,20.00
28746,0.7217477,20.00
28747,0.7220606,20.00
28748,0.7218151,20.00
28749,0.7219841,20.00
28750,0.7219900,20.00
28751,0.7212111,20.00
28752,0.7216336,20.00
28753,0.7224074,20.00
28754,0.7218248,20.00
28755,0.7223948,20.00
28756,0.7217366,20.00
28757,0.7214617,20.00
28758,0.7215254,20.00
28759,0.7220576,20.00
28760,0.7216024,20.00
28761,0.7218115,20.00
28762,0.7219567,20.00
28763,0.7222058,20.00
28764,0.7227781,20.00
28765,0.7220412,20.00
28766,0.7225112,20.00
28767,0.7228299,20.00
28768,0.7221184,20.00
28769,0.7221295,20.00
28770,0.7227958,20.00
28771,0.7228196,20.00
28772,0.7229922,20.00
28773,0.7230234,20.00
28774,0.7219716,20.00
28775,0.7228789,20.00
28776,0.7228863,20.00
28777,0.7233962,20.00
28778,0.7226794,20.00
28779,0.7223340,20.00
28780,0.7219360,20.00
28781,0.7226372,20.00
28782,0.7221658,20.00
28783,0.7225742,20.00
28784,0.7224985,20.00
28785,0.7221317,20.00
28786,0.7230672,20.00
28787,0.7234207,20.00
28788,0.7230545,20.00
28789,0.7227410,20.00
28790,0.7227455,20.00
28791,0.7219115,20.00
28792,0.7215876,20.00
28793,0.7222103,20.00
28794,0.7224356,20.00
28795,0.7227440,20.00
28796,0.7227758,20.00
28797,0.7226313,20.00
28798,0.7227944,20.00
28799,0.7229100,20.00
28800,0.7230686,20.00
28801,0.7228581,20.00
28802,0.7224401,20.00
28803,0.7224644,20.00
28804,0.7225720,20.00
28805,0.7224149,20.00
28806,0.7222918,20.00
28807,0.7227714,20.00
28808,0.7234259,20.00
28809,0.7237150,20.00
28810,0.7237951,20.00
28811,0.7227209,20.00
28812,0.7229730,20.00
28813,0.7229930,20.00
28814,0.7231057,20.00
28815,0.7225312,20.00
28816,0.7230746,20.00
28817,0.7228262,20.00
28818,0.7229589,20.00
28819,0.7223511,20.00
28820,0.7227143,20.00
28821,0.7233873,20.00
28822,0.7244332,20.00
28823,0.7237735,20.00
28824,0.7234896,20.00
28825,0.7238988,20.00
28826,0.7235245,20.00
28827,0.7229900,20.00
28828,0.7228114,20.00
28829,0.7226906,20.00
28830,0.7232190,20.00
28831,0.7233503,20.00
28832,0.7234896,20.00
28833,0.7236453,20.00
28834,0.7231013,20.00
28835,0.7234259,20.00
28836,0.7240975,20.00
28837,0.7229574,20.00
28838,0.7226883,20.00
28839,0.7224393,20.00
28840,0.7232124,20.00
28841,0.7229826,20.00
28842,0.7231709,20.00
28843,0.7227603,20.00
28844,0.7233962,20.00
28845,0.7232413,20.00
28846,0.7231346,20.00
28847,0.7226743,20.00
28848,0.7233814,20.00
28849,0.7231857,20.00
28850,0.7229374,20.00
28851,0.7232509,20.00
28852,0.7232020,20.00
28853,0.7234570,20.00
28854,0.7236401,20.00
28855,0.7237631,20.00
28856,0.7236431,20.00
28857,0.7233621,20.00
28858,0.7231694,20.00
28859,0.7234200,20.00
28860,0.7239143,20.00
28861,0.7224519,20.00
28862,0.7227128,20.00
28863,0.7235267,20.00
28864,0.7238439,20.00
28865,0.7239314,20.00
28866,0.7237698,20.00
28867,0.7237906,20.00
28868,0.7242872,20.00
28869,0.7238202,20.00
28870,0.7227914,20.00
28871,0.7232205,20.00
28872,0.7235282,20.00
28873,0.7237090,20.00
28874,0.7241998,20.00
28875,0.7230271,20.00
28876,0.7232243,20.00
28877,0.7246356,20.00
28878,0.7235919,20.00
28879,0.7229071,20.00
28880,0.7232035,20.00
28881,0.7228314,20.00
28882,0.7240900,20.00
28883,0.7240990,20.00
28884,0.7239388,20.00
28885,0.7228299,20.00
28886,0.7232057,20.00
28887,0.7239929,20.00
28888,0.7237595,20.00
28889,0.7235757,20.00
28890,0.7230034,20.00
28891,0.7237876,20.00
28892,0.7234304,20.00
28893,0.7234823,20.00
28894,0.7240648,20.00
28895,0.7242295,20.00
28896,0.7246816,20.00
28897,0.7237794,20.00
28898,0.7235816,20.00
28899,0.7240500,20.00
28900,0.7240589,20.00
28901,0.7245556,20.00
28902,0.7237669,20.00
28903,0.7237535,20.00
28904,0.7242858,20.00
28905,0.7240115,20.00
28906,0.7237817,20.00
28907,0.7233859,20.00
28908,0.7237772,20.00
28909,0.7243910,20.00
28910,0.7238417,20.00
28911,0.7238877,20.00
28912,0.7232035,20.00
28913,0.7236342,20.00
28914,0.7237995,20.00
28915,0.7240900,20.00
28916,0.7234222,20.00
28917,0.7239158,20.00
28918,0.7245185,20.00
28919,0.7243220,20.00
28920,0.7248284,20.00
28921,0.7242265,20.00
28922,0.7243614,20.00
28923,0.7241960,20.00
28924,0.7246756,20.00
28925,0.7247958,20.00
28926,0.7241731,20.00
28927,0.7235757,20.00
28928,0.7238365,20.00
28929,0.7235757,20.00
28930,0.7237313,20.00
28931,0.7237861,20.00
28932,0.7243495,20.00
28933,0.7236942,20.00
28934,0.7235653,20.00
28935,0.7235208,20.00
28936,0.7241538,20.00
28937,0.7238966,20.00
28938,0.7242947,20.00
28939,0.7242746,20.00
28940,0.7236490,20.00
28941,0.7249321,20.00
28942,0.7245955,20.00
28943,0.7240663,20.00
28944,0.7237847,20.00
28945,0.7235119,20.00
28946,0.7239633,20.00
28947,0.7246519,20.00
28948,0.7244800,20.00
28949,0.7247453,20.00
28950,0.7257926,20.00
28951,0.7252256,20.00
28952,0.7244199,20.00
28953,0.7242324,20.00
28954,0.7244622,20.00
28955,0.7242969,20.00
28956,0.7240485,20.00
28957,0.7242220,20.00
28958,0.7243443,20.00
28959,0.7246578,20.00
28960,0.7243354,20.00
28961,0.7250255,20.00
28962,0.7243702,20.00
28963,0.7238944,20.00
28964,0.7245748,20.00
28965,0.7237906,20.00
28966,0.7242843,20.00
28967,0.7237639,20.00
28968,0.7242583,20.00
28969,0.7249395,20.00
28970,0.7243199,20.00
28971,0.7236831,20.00
28972,0.7239166,20.00
28973,0.7246074,20.00
28974,0.7242621,20.00
28975,0.7239462,20.00
28976,0.7242858,20.00
28977,0.7245488,20.00
28978,0.7249981,20.00
28979,0.7244710,20.00
28980,0.7250589,20.00
28981,0.7249165,20.00
28982,0.7254472,20.00
28983,0.7257689,20.00
28984,0.7247712,20.00
28985,0.7240633,20.00
28986,0.7250552,20.00
28987,0.7253501,20.00
28988,0.7250166,20.00
28989,0.7248054,20.00
28990,0.7250596,20.00
28991,0.7244570,20.00
28992,0.7245926,20.00
28993,0.7247038,20.00
28994,0.7245896,20.00
28995,0.7245266,20.00
28996,0.7249484,20.00
28997,0.7249721,20.00
28998,0.7246830,20.00
28999,0.7244458,20.00
29000,0.7240263,20.00
29001,0.7249877,20.00
29002,0.7249351,20.00
29003,0.7253316,20.00
29004,0.7253190,20.00
29005,0.7249499,20.00
29006,0.7253413,20.00
29007,0.7255740,20.00
29008,0.7249588,20.00
29009,0.7242702,20.00
29010,0.7250344,20.00
29011,0.7255318,20.00
29012,0.7250589,20.00
29013,0.7243169,20.00
29014,0.7247193,20.00
29015,0.7245533,20.00
29016,0.7242131,20.00
29017,0.7248343,20.00
29018,0.7248343,20.00
29019,0.7249351,20.00
29020,0.7249632,20.00
29021,0.7254866,20.00
29022,0.7257252,20.00
29023,0.7253087,20.00
29024,0.7250077,20.00
29025,0.7248913,20.00
29026,0.7252597,20.00
29027,0.7244488,20.00
29028,0.7249959,20.00
29029,0.7252212,20.00
29030,0.7253072,20.00
29031,0.7248684,20.00
29032,0.7255406,20.00
29033,0.7256111,20.00
29034,0.7249825,20.00
29035,0.7249736,20.00
29036,0.7255696,20.00
29037,0.7256793,20.00
29038,0.7253968,20.00
29039,0.7252108,20.00
29040,0.7247660,20.00
29041,0.7254317,20.00
29042,0.7257682,20.00
29043,0.7256274,20.00
29044,0.7253027,20.00
29045,0.7253902,20.00
29046,0.7255577,20.00
29047,0.7261774,20.00
29048,0.7261010,20.00
29049,0.7259164,20.00
29050,0.7254198,20.00
29051,0.7258179,20.00
29052,0.7251322,20.00
29053,0.7254866,20.00
29054,0.7245585,20.00
29055,0.7250493,20.00
29056,0.7258557,20.00
29057,0.7264064,20.00
29058,0.7256022,20.00
29059,0.7253842,20.00
29060,0.7251819,20.00
29061,0.7257623,20.00
29062,0.7260802,20.00
29063,0.7256303,20.00
29064,0.7251871,20.00
29065,0.7259595,20.00
29066,0.7254881,20.00
29067,0.7257786,20.00
29068,0.7252004,20.00
29069,0.7261819,20.00
29070,0.7257259,20.00
29071,0.7260017,20.00
29072,0.7256281,20.00
29073,0.7252597,20.00
29074,0.7256896,20.00
29075,0.7258394,20.00
29076,0.7255073,20.00
29077,0.7249069,20.00
29078,0.7252575,20.00
29079,0.7254524,20.00
29080,0.7263361,20.00
29081,0.7258831,20.00
29082,0.7258483,20.00
29083,0.7255740,20.00
29084,0.7255148,20.00
29085,0.7253249,20.00
29086,0.7250878,20.00
29087,0.7256289,20.00
29088,0.7257075,20.00
29089,0.7251708,20.00
29090,0.7255155,20.00
29091,0.7260988,20.00
29092,0.7261143,20.00
29093,0.7257786,20.00
29094,0.7256059,20.00
29095,0.7259913,20.00
29096,0.7261997,20.00
29097,0.7261589,20.00
29098,0.7260906,20.00
29099,0.7254516,20.00
29100,0.7254153,20.00
29101,0.7262071,20.00
29102,0.7264968,20.00
29103,0.7258957,20.00
29104,0.7258838,20.00
29105,0.7262442,20.00
29106,0.7261774,20.00
29107,0.7255577,20.00
29108,0.7264339,20.00
29109,0.7256141,20.00
29110,0.7257934,20.00
29111,0.7266725,20.00
29112,0.7268772,20.00
29113,0.7264265,20.00
29114,0.7266480,20.00
29115,0.7264116,20.00
29116,0.7266651,20.00
29117,0.7262233,20.00
29118,0.7254450,20.00
29119,0.7256756,20.00
29120,0.7263331,20.00
29121,0.7263924,20.00
29122,0.7262871,20.00
29123,0.7268007,20.00
29124,0.7263597,20.00
29125,0.7263975,20.00
29126,0.7263649,20.00
29127,0.7257475,20.00
29128,0.7261989,20.00
29129,0.7269261,20.00
29130,0.7269668,20.00
29131,0.7269587,20.00
29132,0.7262886,20.00
29133,0.7262233,20.00
29134,0.7270758,20.00
29135,0.7272373,20.00
29136,0.7265169,20.00
29137,0.7268297,20.00
29138,0.7267897,20.00
29139,0.7267185,20.00
29140,0.7264857,20.00
29141,0.7269365,20.00
29142,0.7267466,20.00
29143,0.7264591,20.00
29144,0.7262293,20.00
29145,0.7262596,20.00
29146,0.7263864,20.00
29147,0.7262886,20.00
29148,0.7259431,20.00
29149,0.7267140,20.00
29150,0.7263568,20.00
29151,0.7262308,20.00
29152,0.7270150,20.00
29153,0.7266859,20.00
29154,0.7264102,20.00
29155,0.7263664,20.00
29156,0.7266377,20.00
29157,0.7268468,20.00
29158,0.7259802,20.00
29159,0.7260173,20.00
29160,0.7264635,20.00
29161,0.7266088,20.00
29162,0.7266213,20.00
29163,0.7269557,20.00
29164,0.7261907,20.00
29165,0.7266258,20.00
29166,0.7275442,20.00
29167,0.7272825,20.00
29168,0.7270817,20.00
29169,0.7276391,20.00
29170,0.7271469,20.00
29171,0.7275710,20.00
29172,0.7269112,20.00
29173,0.7261789,20.00
29174,0.7267733,20.00
29175,0.7272700,20.00
29176,0.7266607,20.00
29177,0.7265776,20.00
29178,0.7265021,20.00
29179,0.7271440,20.00
29180,0.7267414,20.00
29181,0.7272477,20.00
29182,0.7266325,20.00
29183,0.7264739,20.00
29184,0.7268319,20.00
29185,0.7273974,20.00
29186,0.7274049,20.00
29187,0.7266725,20.00
29188,0.7274924,20.00
29189,0.7272218,20.00
29190,0.7270254,20.00
29191,0.7268994,20.00
29192,0.7268794,20.00
29193,0.7274908,20.00
29194,0.7270209,20.00
29195,0.7264457,20.00
29196,0.7265747,20.00
29197,0.7266889,20.00
29198,0.7272648,20.00
29199,0.7274241,20.00
29200,0.7274939,20.00
29201,0.7272032,20.00
29202,0.7274138,20.00
29203,0.7277703,20.00
29204,0.7276391,20.00
29205,0.7270854,20.00
29206,0.7273759,20.00
29207,0.7274419,20.00
29208,0.7274219,20.00
29209,0.7274108,20.00
29210,0.7267630,20.00
29211,0.7275553,20.00
29212,0.7276606,20.00
29213,0.7274990,20.00
29214,0.7275636,20.00
29215,0.7270313,20.00
29216,0.7272885,20.00
29217,0.7273270,20.00
29218,0.7273352,20.00
29219,0.7270565,20.00
29220,0.7275354,20.00
29221,0.7273945,20.00
29222,0.7274864,20.00
29223,0.7275858,20.00
29224,0.7274746,20.00
29225,0.7283389,20.00
29226,0.7279238,20.00
29227,0.7279527,20.00
29228,0.7274078,20.00
29229,0.7277251,20.00
29230,0.7274434,20.00
29231,0.7273041,20.00
29232,0.7275487,20.00
29233,0.7279919,20.00
29234,0.7278889,20.00
29235,0.7277570,20.00
29236,0.7275212,20.00
29237,0.7276570,20.00
29238,0.7278497,20.00
29239,0.7284352,20.00
29240,0.7283314,20.00
29241,0.7277237,20.00
29242,0.7273226,20.00
29243,0.7276599,20.00
29244,0.7283692,20.00
29245,0.7279519,20.00
29246,0.7276925,20.00
29247,0.7277266,20.00
29248,0.7272974,20.00
29249,0.7274671,20.00
29250,0.7275798,20.00
29251,0.7279179,20.00
29252,0.7283241,20.00
29253,0.7277815,20.00
29254,0.7284100,20.00
29255,0.7275917,20.00
29256,0.7281239,20.00
29257,0.7284589,20.00
29258,0.7287021,20.00
29259,0.7284382,20.00
29260,0.7283952,20.00
29261,0.7276666,20.00
29262,0.7282551,20.00
29263,0.7272418,20.00
29264,0.7274219,20.00
29265,0.7279371,20.00
29266,0.7282833,20.00
29267,0.7286998,20.00
29268,0.7275391,20.00
29269,0.7278393,20.00
29270,0.7285182,20.00
29271,0.7287843,20.00
29272,0.7279341,20.00
29273,0.7282218,20.00
29274,0.7275265,20.00
29275,0.7276154,20.00
29276,0.7280661,20.00
29277,0.7286072,20.00
29278,0.7279541,20.00
29279,0.7282321,20.00
29280,0.7273989,20.00
29281,0.7272241,20.00
29282,0.7276376,20.00
29283,0.7281505,20.00
29284,0.7276570,20.00
29285,0.7279126,20.00
29286,0.7281565,20.00
29287,0.7283226,20.00
29288,0.7283641,20.00
29289,0.7281476,20.00
29290,0.7278414,20.00
29291,0.7283893,20.00
29292,0.7278778,20.00
29293,0.7281936,20.00
29294,0.7278452,20.00
29295,0.7279104,20.00
29296,0.7278399,20.00
29297,0.7281002,20.00
29298,0.7283849,20.00
29299,0.7290809,20.00
29300,0.7284486,20.00
29301,0.7272714,20.00
29302,0.7277985,20.00
29303,0.7287902,20.00
29304,0.7286042,20.00
29305,0.7285909,20.00
29306,0.7282470,20.00
29307,0.7284834,20.00
29308,0.7288191,20.00
29309,0.7285879,20.00
29310,0.7284768,20.00
29311,0.7290001,20.00
29312,0.7289438,20.00
29313,0.7284960,20.00
29314,0.7284189,20.00
29315,0.7278378,20.00
29316,0.7280594,20.00
29317,0.7285464,20.00
29318,0.7279326,20.00
29319,0.7283418,20.00
29320,0.7286961,20.00
29321,0.7286887,20.00
29322,0.7295827,20.00
29323,0.7293410,20.00
29324,0.7282722,20.00
29325,0.7284115,20.00
29326,0.7286672,20.00
29327,0.7287821,20.00
29328,0.7289660,20.00
29329,0.7285190,20.00
29330,0.7297295,20.00
29331,0.7299258,20.00
29332,0.7291483,20.00
29333,0.7287465,20.00
29334,0.7287480,20.00
29335,0.7294759,20.00
29336,0.7291394,20.00
29337,0.7286309,20.00
29338,0.7281313,20.00
29339,0.7286620,20.00
29340,0.7290438,20.00
29341,0.7293084,20.00
29342,0.7294833,20.00
29343,0.7284337,20.00
29344,0.7289585,20.00
29345,0.7289585,20.00
29346,0.7292795,20.00
29347,0.7298569,20.00
29348,0.7290371,20.00
29349,0.7301890,20.00
29350,0.7291676,20.00
29351,0.7294507,20.00
29352,0.7292387,20.00
29353,0.7287258,20.00
29354,0.7292313,20.00
29355,0.7292402,20.00
29356,0.7282915,20.00
29357,0.7286146,20.00
29358,0.7291572,20.00
29359,0.7297509,20.00
29360,0.7291135,20.00
29361,0.7287332,20.00
29362,0.7291060,20.00
29363,0.7295219,20.00
29364,0.7294033,20.00
29365,0.7287599,20.00
29366,0.7291616,20.00
29367,0.7286531,20.00
29368,0.7287895,20.00
29369,0.7284478,20.00
29370,0.7278578,20.00
29371,0.7283137,20.00
29372,0.7297969,20.00
29373,0.7293410,20.00
29374,0.7298021,20.00
29375,0.7296783,20.00
29376,0.7290653,20.00
29377,0.7295567,20.00
29378,0.7287799,20.00
29379,0.7288889,20.00
29380,0.7291987,20.00
29381,0.7301104,20.00
29382,0.7303165,20.00
29383,0.7298036,20.00
29384,0.7292254,20.00
29385,0.7292054,20.00
29386,0.7301401,20.00
29387,0.7293751,20.00
29388,0.7292002,20.00
29389,0.7285501,20.00
29390,0.7292172,20.00
29391,0.7295619,20.00
29392,0.7296301,20.00
29393,0.7293648,20.00
29394,0.7292876,20.00
29395,0.7287095,20.00
29396,0.7294937,20.00
29397,0.7299258,20.00
29398,0.7301482,20.00
29399,0.7289926,20.00
29400,0.7284634,20.00
29401,0.7294685,20.00
29402,0.7293588,20.00
29403,0.7292646,20.00
29404,0.7299132,20.00
29405,0.7300392,20.00
29406,0.7295931,20.00
29407,0.7288607,20.00
29408,0.7292179,20.00
29409,0.7296109,20.00
29410,0.7294240,20.00
29411,0.7291194,20.00
29412,0.7293929,20.00
29413,0.7296909,20.00
29414,0.7296146,20.00
29415,0.7295723,20.00
29416,0.7297754,20.00
29417,0.7295849,20.00
29418,0.7296457,20.00
29419,0.7298955,20.00
29420,0.7295842,20.00
29421,0.7296301,20.00
29422,0.7302164,20.00
29423,0.7310504,20.00
29424,0.7304870,20.00
29425,0.7298806,20.00
29426,0.7299370,20.00
29427,0.7306493,20.00
29428,0.7305337,20.00
29429,0.7295382,20.00
29430,0.7290105,20.00
29431,0.7293662,20.00
29432,0.7302602,20.00
29433,0.7300155,20.00
29434,0.7296205,20.00
29435,0.7298725,20.00
29436,0.7310370,20.00
29437,0.7302098,20.00
29438,0.7300333,20.00
29439,0.7304692,20.00
29440,0.7291209,20.00
29441,0.7296131,20.00
29442,0.7307271,20.00
29443,0.7298717,20.00
29444,0.7296523,20.00
29445,0.7296212,20.00
29446,0.7295382,20.00
29447,0.7302557,20.00
29448,0.7298206,20.00
29449,0.7302787,20.00
29450,0.7304150,20.00
29451,0.7301415,20.00
29452,0.7294663,20.00
29453,0.7298436,20.00
29454,0.7300882,20.00
29455,0.7301297,20.00
29456,0.7302579,20.00
29457,0.7301326,20.00
29458,0.7297754,20.00
29459,0.7299563,20.00
29460,0.7299904,20.00
29461,0.7294136,20.00
29462,0.7295501,20.00
29463,0.7300689,20.00
29464,0.7302706,20.00
29465,0.7303566,20.00
29466,0.7299548,20.00
29467,0.7306160,20.00
29468,0.7305389,20.00
29469,0.7302988,20.00
29470,0.7299370,20.00
29471,0.7300985,20.00
29472,0.7308316,20.00
29473,0.7300126,20.00
29474,0.7302706,20.00
29475,0.7297747,20.00
29476,0.7299978,20.00
29477,0.7300815,20.00
29478,0.7304832,20.00
29479,0.7302320,20.00
29480,0.7300740,20.00
29481,0.7300897,20.00
29482,0.7307835,20.00
29483,0.7300704,20.00
29484,0.7301846,20.00
29485,0.7299578,20.00
29486,0.7299978,20.00
29487,0.7301193,20.00
29488,0.7309769,20.00
29489,0.7308680,20.00
29490,0.7301831,20.00
29491,0.7308146,20.00
29492,0.7313831,20.00
29493,0.7307664,20.00
29494,0.7308368,20.00
29495,0.7313053,20.00
29496,0.7303032,20.00
29497,0.7306767,20.00
29498,0.7304233,20.00
29499,0.7309933,20.00
29500,0.7308992,20.00
29501,0.7305077,20.00
29502,0.7311082,20.00
29503,0.7310058,20.00
29504,0.7306286,20.00
29505,0.7312327,20.00
29506,0.7310266,20.00
29507,0.7301519,20.00
29508,0.7299058,20.00
29509,0.7305863,20.00
29510,0.7307190,20.00
29511,0.7312919,20.00
29512,0.7304929,20.00
29513,0.7304040,20.00
29514,0.7308828,20.00
29515,0.7309473,20.00
29516,0.7303802,20.00
29517,0.7303958,20.00
29518,0.7309029,20.00
29519,0.7307494,20.00
29520,0.7302468,20.00
29521,0.7296857,20.00
29522,0.7302350,20.00
29523,0.7308665,20.00
29524,0.7310429,20.00
29525,0.7309154,20.00
29526,0.7307864,20.00
29527,0.7306552,20.00
29528,0.7300711,20.00
29529,0.7309391,20.00
29530,0.7308769,20.00
29531,0.7305744,20.00
29532,0.7308383,20.00
29533,0.7315966,20.00
29534,0.7310652,20.00
29535,0.7315692,20.00
29536,0.7306982,20.00
29537,0.7306322,20.00
29538,0.7302854,20.00
29539,0.7308019,20.00
29540,0.7309406,20.00
29541,0.7310266,20.00
29542,0.7310058,20.00
29543,0.7311452,20.00
29544,0.7303120,20.00
29545,0.7303655,20.00
29546,0.7311067,20.00
29547,0.7305641,20.00
29548,0.7302439,20.00
29549,0.7308546,20.00
29550,0.7310421,20.00
29551,0.7317204,20.00
29552,0.7314765,20.00
29553,0.7314869,20.00
29554,0.7306293,20.00
29555,0.7309473,20.00
29556,0.7312860,20.00
29557,0.7311853,20.00
29558,0.7317397,20.00
29559,0.7311615,20.00
29560,0.7314298,20.00
29561,0.7311756,20.00
29562,0.7311882,20.00
29563,0.7316152,20.00
29564,0.7312431,20.00
29565,0.7307360,20.00
29566,0.7309836,20.00
29567,0.7304648,20.00
29568,0.7308405,20.00
29569,0.7315150,20.00
29570,0.7311333,20.00
29571,0.7309466,20.00
29572,0.7312431,20.00
29573,0.7311615,20.00
29574,0.7308576,20.00
29575,0.7309110,20.00
29576,0.7310014,20.00
29577,0.7317382,20.00
29578,0.7321918,20.00
29579,0.7311548,20.00
29580,0.7316003,20.00
29581,0.7316775,20.00
29582,0.7312171,20.00
29583,0.7314380,20.00
29584,0.7319458,20.00
29585,0.7314810,20.00
29586,0.7318041,20.00
29587,0.7314417,20.00
29588,0.7316923,20.00
29589,0.7311215,20.00
29590,0.7318768,20.00
29591,0.7323534,20.00
29592,0.7313557,20.00
29593,0.7313350,20.00
29594,0.7308012,20.00
29595,0.7315870,20.00
29596,0.7314802,20.00
29597,0.7313297,20.00
29598,0.7321281,20.00
29599,0.7320295,20.00
29600,0.7315150,20.00
29601,0.7309926,20.00
29602,0.7310311,20.00
29603,0.7303239,20.00
29604,0.7312949,20.00
29605,0.7324157,20.00
29606,0.7322719,20.00
29607,0.7324439,20.00
29608,0.7320184,20.00
29609,0.7319168,20.00
29610,0.7319087,20.00
29611,0.7320309,20.00
29612,0.7315202,20.00
29613,0.7316426,20.00
29614,0.7320220,20.00
29615,0.7316611,20.00
29616,0.7312608,20.00
29617,0.7316129,20.00
29618,0.7320377,20.00
29619,0.7314491,20.00
29620,0.7318894,20.00
29621,0.7326796,20.00
29622,0.7318420,20.00
29623,0.7319443,20.00
29624,0.7317093,20.00
29625,0.7319465,20.00
29626,0.7312156,20.00
29627,0.7314817,20.00
29628,0.7308769,20.00
29629,0.7322118,20.00
29630,0.7317982,20.00
29631,0.7318791,20.00
29632,0.7323453,20.00
29633,0.7323787,20.00
29634,0.7324312,20.00
29635,0.7314714,20.00
29636,0.7315202,20.00
29637,0.7318672,20.00
29638,0.7320036,20.00
29639,0.7323838,20.00
29640,0.7319650,20.00
29641,0.7319043,20.00
29642,0.7326514,20.00
29643,0.7323653,20.00
29644,0.7322794,20.00
29645,0.7321414,20.00
29646,0.7320125,20.00
29647,0.7321518,20.00
29648,0.7321652,20.00
29649,0.7312327,20.00
