0.50498,0.5,0
0.66722,0.5,5
0.66534,0.5,10
0.66513,0.5,15
0.66491,0.5,20
0.66451,0.5,25
0.664,0.5,30
0.66343,0.5,35
0.66281,0.5,40
0.66234,0.5,45
0.66191,0.5,50
0.66151,0.5,55
0.66116,0.5,60
0.66081,0.5,65
0.66054,0.5,70
0.66027,0.5,75
0.66007,0.5,80
0.65984,0.5,85
0.65973,0.5,90
0.6596,0.5,95
0.65949,0.5,100
0.65937,0.5,105
0.65924,0.5,110
0.65924,0.5,115
0.65908,0.5,120
0.65905,0.5,125
0.65906,0.5,130
0.65894,0.5,135
0.65897,0.5,140
0.65884,0.5,145
0.65888,0.5,150
0.65884,0.5,155
0.65883,0.5,160
0.65878,0.5,165
0.65884,0.5,170
0.65878,0.5,175
0.65875,0.5,180
0.65882,0.5,185
0.65878,0.5,190
0.65877,0.5,195
0.65879,0.5,200
0.65876,0.5,205
0.65881,0.5,210
0.65881,0.5,215
0.65886,0.5,220
0.65884,0.5,225
0.65889,0.5,230
0.65889,0.5,235
0.65894,0.5,240
0.659,0.5,245
0.65901,0.5,250
0.65908,0.5,255
0.65913,0.5,260
0.65908,0.5,265
0.65913,0.5,270
0.65918,0.5,275
0.65921,0.5,280
0.65924,0.5,285
0.65926,0.5,290
0.65934,0.5,295
0.65932,0.5,300
0.65936,0.5,305
0.65938,0.5,310
0.65941,0.5,315
0.65949,0.5,320
0.65952,0.5,325
0.65961,0.5,330
0.65957,0.5,335
0.65968,0.5,340
0.65968,0.5,345
0.65977,0.5,350
0.65979,0.5,355
0.6598,0.5,360
0.65992,0.5,365
0.65994,0.5,370
0.65997,0.5,375
0.66002,0.5,380
0.66009,0.5,385
0.66014,0.5,390
0.66024,0.5,395
0.66026,0.5,400
0.66036,0.5,405
0.6604,0.5,410
0.66049,0.5,415
0.66058,0.5,420
0.66058,0.5,425
0.66066,0.5,430
0.66071,0.5,435
0.66077,0.5,440
0.66083,0.5,445
0.66094,0.5,450
0.66093,0.5,455
0.66096,0.5,460
0.66099,0.5,465
0.66114,0.5,470
0.6611,0.5,475
0.66123,0.5,480
0.66128,0.5,485
0.66136,0.5,490
0.66144,0.5,495
0.66146,0.5,500
0.66154,0.5,505
0.66157,0.5,510
0.66166,0.5,515
0.66172,0.5,520
0.66179,0.5,525
0.66184,0.5,530
0.66186,0.5,535
0.66198,0.5,540
0.66197,0.5,545
0.66211,0.5,550
0.66224,0.5,555
0.66228,0.5,560
0.66237,0.5,565
0.66247,0.5,570
0.66245,0.5,575
0.66254,0.5,580
0.66257,0.5,585
0.66267,0.5,590
0.6627,0.5,595
0.66281,0.5,600
0.66291,0.5,605
0.66296,0.5,610
0.66305,0.5,615
0.66305,0.5,620
0.66314,0.5,625
0.66316,0.5,630
0.66331,0.5,635
0.66339,0.5,640
0.66337,0.5,645
0.66353,0.5,650
0.66352,0.5,655
0.66359,0.5,660
0.6637,0.5,665
0.66372,0.5,670
0.6638,0.5,675
0.66386,0.5,680
0.66394,0.5,685
0.66406,0.5,690
0.66416,0.5,695
0.66416,0.5,700
0.66429,0.5,705
0.66431,0.5,710
0.66438,0.5,715
0.66447,0.5,720
0.66446,0.5,725
0.66463,0.5,730
0.66466,0.5,735
0.66472,0.5,740
0.66478,0.5,745
0.66489,0.5,750
0.66494,0.5,755
0.66498,0.5,760
0.66508,0.5,765
0.66513,0.5,770
0.66527,0.5,775
0.66531,0.5,780
0.6654,0.5,785
0.66548,0.5,790
0.66552,0.5,795
0.66564,0.5,800
0.66567,0.5,805
0.6658,0.5,810
0.66586,0.5,815
0.66597,0.5,820
0.66603,0.5,825
0.66602,0.5,830
0.66615,0.5,835
0.66623,0.5,840
0.66626,0.5,845
0.66635,0.5,850
0.66647,0.5,855
0.66649,0.5,860
0.66652,0.5,865
0.66664,0.5,870
0.66671,0.5,875
