fitness,diffusion,ano_rate,cat_rate,resistance,conc_ano,conc_cato,offset_chrg,offset_dischrg
-1,0.0000000000008808012,0.771021,0.000037741844,3.81157,915.38135,1183.8002,-0.066565216,-0.18300156
-1,0.0000000000020774636,0.45306513,0.00000013987803,2.544826,930.9107,913.0332,-0.6493636,-0.9991099
-1,0.00000000000747708,0.0007929377,0.0000068760037,4.9986663,0.78780085,570.62354,0.48356515,0.48626694
-1,0.00000000000015289836,0.5464846,0.000033239772,3.4818354,846.16693,1152.6678,0.0033102904,-0.24320152
-1,0.00000000000010003893,0.5026688,0.000000111869745,1.4236758,528.1871,953.2505,0.99969286,-0.15584035
-1,0.00000000000031179814,0.70980626,0.000037558595,3.559755,835.06067,1171.9421,0.003827971,-0.1332507
-1,0.00000000000017720496,0.56588495,0.000038257193,4.339628,1040.8259,1184.1017,0.0040796017,-0.13884379
-1,0.0000000000005789066,0.6822938,0.000036585963,3.3731868,1035.1724,1183.9977,0.12314072,-0.34272274
-1,0.00000000000010986418,0.44501922,0.00001032851,3.3077748,1133.689,909.8103,0.25641018,0.097419985
-1,0.0000000000010842291,0.67049295,0.00005643218,3.3494632,836.00226,911.6309,0.095396884,-0.2477
-1,0.0000000000021948548,0.18538107,0.00006167806,2.4843419,353.53912,0.35758853,0.53096956,0.5885299
-1,0.00000000000025410373,0.7550119,0.000035914607,3.5774338,853.277,1171.7651,0.011836595,-0.124049686
-1,0.0000000000020111007,0.7081756,0.000028792108,3.8520162,558.6804,1176.4358,0.28227636,-0.12629627
-1,0.0000000000039367203,0.99974895,0.0000012882826,3.3030634,0.63162535,1127.9912,0.7528092,-0.19768658
-1,0.00000000000026031496,0.75430626,0.000035563266,3.5563316,851.9983,1165.0806,0.0051175756,-0.1337662
-1,0.0000000000001002128,0.15741433,0.000012464237,2.2469707,846.84845,1.2638708,0.5683754,0.91330737
-1,0.000000000000100137204,0.67407435,0.000029729887,4.998845,21.135258,935.52936,0.62102455,-0.5089433
-1,0.00000000000023655822,0.6521193,0.00003881949,3.4405892,861.7309,1115.9113,0.005881451,-0.13938868
-1,0.0000000000002950558,0.58155143,0.000053770837,2.7084267,1044.1631,1148.5116,0.006954028,0.12334488
-1,0.00000000000020883898,0.66237056,0.000037780286,3.3818157,886.5786,1088.3995,0.008055843,-0.13809952
-1,0.0000000000001715152,0.83034277,0.000036614598,3.739838,962.29596,1076.7435,0.35492277,-0.14858447
-1,0.0000000000002329685,0.65131146,0.0000387265,3.3935194,872.4144,1099.7617,0.0038741098,-0.13065068
-1,0.0000000000013597978,0.7093392,0.000016621392,3.566276,1002.05945,1183.4939,-0.40155876,-0.39637014
-1,0.00000000000030103337,0.7093681,0.0000375198,3.5557857,834.2392,1172.7107,0.0043005967,-0.13194263
-1,0.0000000000039702946,0.04236758,0.00000011364088,4.603798,974.0389,989.3175,0.9996494,-0.99969625
-1,0.00000000000029797676,0.6663062,0.000039527717,2.4941497,845.56006,1164.5334,-0.04932782,-0.3517079
-1,0.0000000000032473963,0.7992691,0.000031401774,3.536822,894.23004,1111.5085,0.22925898,-0.21093372
-1,0.00000000000016314492,0.7376542,0.000038155493,3.8941941,908.9868,1148.7289,0.007956515,0.024837356
-1,0.000000000000100046904,0.127439,0.000058349553,4.999363,1199.8724,298.8345,0.17250723,0.99955016
-1,0.00000000000017766214,0.67707664,0.00001603913,3.4500613,836.52203,796.43866,-0.3760963,-0.25696263
-1,0.000000000000100684536,0.9167593,0.000055489854,4.262682,456.67023,1005.6222,-0.23304981,0.24046768
-1,0.0000000000012366767,0.8968692,0.00000012058312,4.977183,237.90898,0.67898303,-0.22007751,-0.86314434
-1,0.0000000000003539815,0.67674464,0.000039903036,3.5638545,816.687,1183.0488,0.0015596657,-0.13773933
-1,0.00000000000033529386,0.8052003,0.000056249137,4.2769675,867.8223,1197.5934,0.03952218,-0.33869943
-1,0.0000000000065226557,0.45549172,0.000017431159,3.4837117,1190.889,766.611,-0.4584009,-0.096288376
-1,0.0000000000011972477,0.85591614,0.000020052257,3.398877,898.1961,1183.1868,0.008412645,-0.13870408
-1,0.00000000000031262918,0.7092615,0.000037659225,3.5596642,834.89935,1172.7983,0.0037767517,-0.1323134
-1,0.00000000000018320449,0.600506,0.000029773886,3.9391694,978.4235,1183.0898,-0.1602921,-0.5030649
-1,0.00000000000016151544,0.66317606,0.000036483652,3.7236326,960.73047,1187.4979,0.15383078,-0.04236651
-1,0.0000000000020396861,0.92598563,0.000034163433,4.814716,513.695,542.7192,-0.7388605,-0.32225835
-1,0.0000000000038698775,0.591516,0.00009998683,2.600766,691.8123,206.04605,0.9997965,0.9997683
-1,0.00000000000015910835,0.75584674,0.00003515707,3.5530725,847.9663,1173.5342,-0.007233391,-0.13050294
-1,0.0000000000058958303,0.69819057,0.000039497307,0.23598868,1199.7672,259.07623,-0.9995716,-0.74099976
-1,0.0000000000002816263,0.6586659,0.000039010807,3.4693053,848.9538,1135.1428,0.0030310922,-0.13893625
-1,0.0000000000099906125,0.5472658,0.000017252554,4.9993343,526.01654,597.79584,-0.38638687,-0.9996004
-1,0.00000000000026321496,0.7504434,0.000035860634,3.5670135,850.9211,1166.1967,0.010063216,-0.12948781
-1,0.0000000000003338631,0.8686451,0.000059048565,1.5112884,637.3857,759.7814,0.1545933,-0.6143401
-1,0.00000000000025702544,0.7544885,0.000036000332,3.581304,856.97736,1170.0035,0.009336614,-0.12196694
-1,0.00000000000072044844,0.8848463,0.000017561211,1.9901243,868.61005,1199.8119,0.9995773,-0.9988448
-1,0.00000000000065220333,0.93444675,0.00000011528119,0.71669453,800.18243,1150.0001,-0.5385968,-0.99883354
-1,0.0000000000001579518,0.5554672,0.000046350575,3.2247612,911.9742,1149.3672,0.34713572,-0.13878828
-1,0.0000000000006052509,0.44079378,0.00003362708,3.380327,718.5536,922.41125,-0.19409148,0.8138191
-1,0.000000000003726093,0.3401605,0.00000018537115,3.8349333,794.1686,766.90485,0.44484693,-0.9392025
-1,0.00000000000024838942,0.1393577,0.000015047815,3.0294125,1199.8712,1089.3159,-0.9995985,0.2950918
-1,0.0000000000011346248,0.103596,0.00009996959,2.2043886,1199.8402,992.2274,0.8728825,-0.043119587
-1,0.00000000000020719276,0.64454216,0.000038697723,3.3977337,876.29333,1095.4164,0.0066573485,-0.14034584
-1,0.0000000000012394524,0.70512956,0.00006723412,3.4897242,916.617,983.6909,0.814412,-0.11354697
-1,0.00000000000010313143,0.92320293,0.000010388871,2.7616644,612.95795,1199.4071,-0.1537997,0.17584631
-1,0.00000000000016208038,0.7178061,0.000039620638,3.7474709,856.1314,1149.5555,0.070421636,-0.236744
-1,0.00000000000018938361,0.6798104,0.00004190688,3.3466773,843.8976,950.21045,0.31328014,-0.34194794
-1,0.00000000000026416147,0.7500931,0.00003550025,3.5531073,851.9887,1166.1719,0.0024647098,-0.13156325
-1,0.00000000000018782286,0.7356653,0.000015404994,4.4101906,758.1752,1167.2081,-0.3545653,-0.1325471
-1,0.00000000000010087348,0.8517716,0.000040414652,4.992668,885.0733,1087.5516,0.14010829,-0.9055166
-1,0.00000000000017019686,0.7955468,0.000031379168,3.6919339,908.3778,1076.2345,0.014378478,0.24077772
-1,0.00000000000019977737,0.512094,0.00005234347,2.30832,1017.8315,1077.0183,0.011745097,-0.066365756
-1,0.00000000000025226452,0.6962245,0.00003714405,3.472366,865.78186,1128.7363,0.0053368937,-0.13607839
-1,0.00000000000026732495,0.71011204,0.000027112043,4.0927963,834.76105,977.72595,0.40168628,-0.13047363
-1,0.0000000000020910194,0.12969145,0.000048293634,4.2585416,1080.7715,810.0927,0.6319443,-0.691617
-1,0.0000000000043577216,0.34012762,0.00009943495,2.4928617,1032.7476,463.74695,0.9445248,0.42901978
-1,0.0000000000013228482,0.5045637,0.000038798873,2.7309895,633.07916,1188.2212,0.0011487142,-0.1800342
-1,0.00000000000016872423,0.47055566,0.000038454597,3.967189,924.6719,1052.8854,0.009078221,-0.23212296
-1,0.0000000000020958801,0.8619458,0.000011696727,3.7330425,797.8906,872.50604,0.35990512,-0.6096622
-1,0.00000000000020495319,0.75338256,0.000037663496,3.9915187,1031.3224,1186.5167,0.0072705196,0.10587536
-1,0.00000000000018429404,0.50162804,0.00004707677,2.7778535,897.7488,1184.0314,0.18675776,-0.029335912
-1,0.000000000003331891,0.106156506,0.00007794127,4.354144,136.6032,1199.9702,0.99972427,-0.9997611
-1,0.0000000000031804208,0.68624336,0.00000012313208,0.68794835,1112.2936,1014.1303,-0.39892277,-0.999433
-1,0.0000000000003171699,0.62982744,0.000052517324,2.7899275,1035.4656,1184.0261,0.0070926202,0.12855089
-1,0.0000000000015283126,0.6697631,0.0000064730025,1.2849724,845.51996,1152.2866,0.5311408,0.73433256
-1,0.0000000000039366145,0.9997257,0.0000012878066,3.302928,0.67813945,1127.9253,0.7528081,-0.1976896
-1,0.00000000000010044733,0.26761183,0.000035591333,0.34961635,1190.9873,1199.8492,0.27726898,0.17428721
-1,0.00000000000010050547,0.81431085,0.0000025270228,4.380555,637.60956,1199.9032,0.27435017,-0.343019
-1,0.0000000000051797555,0.839863,0.000031346342,2.815816,339.11386,1199.9674,0.25950766,-0.20020908
-1,0.0000000000037576,0.744518,0.00000013223939,2.3556788,92.287796,1093.6611,-0.17691359,0.9775467
-1,0.00000000000025504083,0.7528266,0.000052278763,4.3909063,812.72253,1184.9193,0.16618744,-0.20454109
-1,0.0000000000001004484,0.26760975,0.000035591227,0.34961763,1190.9878,1199.8452,0.2772682,0.1742859
-1,0.00000000000010011374,0.44662052,0.00000012323483,3.2589889,787.65497,436.17532,-0.59813285,-0.29362312
-1,0.000000000003267651,0.6460969,0.000015518766,2.9185574,382.94803,1199.6267,-0.52335584,0.13814713
-1,0.00000000000027491272,0.75087464,0.000035467798,3.563268,852.7583,1165.3646,0.004946014,-0.13276215
-1,0.000000000003386526,0.11555583,0.00003736632,4.514489,532.2135,174.41832,0.9991914,0.61013097
-1,0.0000000000032671706,0.64612675,0.000015520278,2.91863,383.03964,1199.6439,-0.5232857,0.13807802
-1,0.00000000000019141699,0.6349092,0.000031707004,2.4665155,688.42194,1067.8749,0.1808173,-0.24999988
-1,0.0000000000071614845,0.00039367442,0.00005179206,4.3831954,942.7979,787.1265,-0.92831254,0.039137963
-1,0.000000000000100552,0.52994114,0.00008026085,4.995469,1198.9094,1107.0026,-0.18157898,0.35726905
-1,0.000000000009994481,0.9996426,0.00000014120286,3.0607133,1199.8032,460.62552,0.31506628,0.99935734
-1,0.00000000000018796594,0.48125368,0.000021306207,4.283077,896.5514,1170.09,0.0074397447,-0.13956209
-1,0.00000000000025105577,0.99894255,0.00001338746,3.8903189,869.4617,1164.8748,-0.29203516,0.1815722
-1,0.0000000000005741263,0.27321672,0.00000016287945,3.7531419,511.63336,1199.8297,0.49965593,-0.5998173
-1,0.0000000000012139613,0.6638254,0.000098917764,4.9930077,1198.3182,512.3604,-0.0102209225,-0.9957965
-1,0.0000000000015846936,0.6678743,0.000039383725,3.8248467,917.2089,1155.0618,-0.23480223,-0.4083868
-1,0.0000000000001887567,0.48292178,0.00003229746,2.8742857,895.9987,1170.5403,0.0072154766,-0.42215413
-1,0.00000000000020618744,0.85661435,0.00004266729,3.3353837,675.3497,1187.5172,0.25882554,-0.13853581
-1,0.00000000000027136092,0.67653674,0.000038252507,3.4680326,856.7382,1132.8467,0.006289135,-0.1354547
-1,0.000000000007912121,0.42859048,0.000031141877,3.430804,1199.844,521.7736,0.99955696,-0.40654147
-1,0.00000000000015327789,0.79060245,0.00004723377,2.218655,835.5412,1052.449,-0.41961965,0.26373583
-1,0.0000000000028141413,0.5099809,0.000019586003,4.0873995,1071.1877,1199.8234,0.18595354,-0.3739455
-1,0.000000000001339028,0.5503269,0.00005882105,3.4395978,884.19305,1136.6818,0.0008836133,-0.9953692
-1,0.0000000000001059559,0.7622418,0.000057572513,3.472902,1044.727,1198.6372,-0.69570583,0.08092461
-1,0.00000000000016049411,0.71666765,0.00003950266,3.7439573,856.7817,1147.9957,0.07055999,-0.23695268
-1,0.000000000008724415,0.7601754,0.00000011488938,4.9993916,1199.5083,1199.985,0.9995795,0.67238176
-1,0.000000000006957972,0.99986047,0.00000011982534,0.5140851,1161.8365,918.5287,-0.62656593,-0.9995151
-1,0.0000000000006754097,0.36071336,0.00009998792,1.5609851,653.39,206.11496,0.3053323,0.9984782
-1,0.00000000000658709,0.52141654,0.000014772096,3.0372288,655.6965,0.30754837,0.9997376,-0.9997714
-1,0.00000000000028346414,0.7051523,0.000037282956,3.5189376,852.3862,1151.2968,0.0047637536,-0.1349184
-1,0.00000000000016739531,0.6307261,0.00003814789,2.8561447,908.8109,989.189,-0.30250058,0.031128505
-1,0.00000000000060028393,0.92766017,0.00006264899,3.3886304,832.53503,1159.213,0.006985102,-0.27474162
-1,0.0000000000019460958,0.5588283,0.000011101044,3.99796,873.166,1197.8484,0.10171336,0.1618086
-1,0.00000000000024936433,0.74032784,0.00005227618,3.1999066,1033.6758,1150.2748,-0.16113292,0.23588365
-1,0.0000000000002939496,0.65723544,0.000039418956,3.4823515,850.7609,1135.6193,0.0068414737,-0.14114368
-1,0.000000000000100410484,0.116528675,0.0000110059955,3.2159376,1199.1968,1199.9219,-0.74401,0.4221885
-1,0.000000000008274983,0.9998958,0.00006982283,4.999403,453.67163,594.5452,-0.9991516,0.28033853
-1,0.00000000000018033476,0.7841625,0.000023188131,3.7209933,804.7567,1154.3179,0.2479707,-0.11715172
-1,0.000000000004569495,0.99990374,0.000027663269,3.482573,264.06393,1199.97,-0.25130412,0.3284496
-1,0.000000000005605603,0.9997243,0.00000013915539,3.1048656,870.8597,442.53326,0.9989026,-0.5350332
-1,0.000000000002552519,0.5284142,0.000062548424,3.8431172,473.06827,776.8384,0.20075707,-0.7183431
-1,0.00000000000016381154,0.6411802,0.000039332346,3.3923838,876.5438,1104.3289,-0.003895099,-0.13254593
-1,0.0000000000002706111,0.7619277,0.00003542309,3.5668457,848.2496,1170.0623,-0.00077815854,-0.12713282
-1,0.00000000000026500636,0.7525536,0.00003536656,3.5501664,853.1445,1165.0521,0.006667904,-0.13288537
-1,0.00000000000018350455,0.49240342,0.00003632482,3.5088193,672.2807,1082.6989,0.23699516,-0.36139938
-1,0.00000000000022399962,0.643006,0.000038862254,3.403056,877.30096,1092.9689,-0.006650055,-0.1281287
-1,0.00000000000016375422,0.63310033,0.00003075939,4.125829,1042.9336,936.55,-0.3548262,-0.21500278
-1,0.00000000000025384724,0.7574893,0.000035944675,3.59439,851.79724,1167.5508,-0.0028659569,-0.14579059
-1,0.0000000000019574598,0.6372961,0.00003831071,3.9935658,1035.5712,1170.1154,-0.32657972,-0.13948701
-1,0.0000000000031894845,0.9304584,0.00007680557,3.467959,1045.4194,1198.139,0.76285416,0.40026158
-1,0.0000000000036526763,0.86159736,0.0000556709,4.9994435,1199.8662,1199.987,-0.26240528,0.9995648
-1,0.00000000000015281771,0.6672377,0.000026948897,3.1660423,816.2093,1156.4922,0.0913109,-0.25667813
-1,0.00000000000023911732,0.6451234,0.000038271482,3.3668625,879.48724,1088.4889,0.007199048,-0.13952161
-1,0.0000000000039405345,0.48851335,0.000017544746,2.8000798,821.6747,700.4289,0.4159334,0.0915922
-1,0.00000000000022960876,0.64643365,0.000038775746,3.3802567,876.112,1093.2091,0.0044639055,-0.14019215
-1,0.00000000000016183158,0.4559858,0.000041730764,3.287748,1048.3618,1149.8988,0.007874615,-0.50480247
-1,0.000000000001443019,0.25930816,0.00002930112,2.4427032,1183.9532,1.3298997,0.4248476,-0.39030135
-1,0.0000000000038731266,0.00035731992,0.000036789603,4.703503,828.17755,1015.07513,-0.22321089,-0.9994716
-1,0.00000000000031624437,0.71127445,0.000037593392,3.5573473,834.5212,1174.2214,0.003772355,-0.13308522
-1,0.0000000000002332796,0.69201165,0.00003847309,3.2838602,805.1874,1093.6504,0.099750385,-0.07984497
-1,0.00000000000010040314,0.11657751,0.000011007596,3.2159169,1199.1769,1199.9169,-0.74395615,0.42215598
-1,0.00000000000016151544,0.66317606,0.000036483652,3.7236326,960.73047,1187.4979,0.15383078,-0.04236651
-1,0.00000000000065217677,0.9343925,0.00000011758634,0.7166804,800.1949,1149.9683,-0.5385824,-0.9988151
-1,0.00000000000014996812,0.75260884,0.000035851852,3.5482078,857.156,1173.8715,0.009840767,-0.12159245
-1,0.00000000000024817241,0.5905282,0.00003407355,2.8578393,732.1033,1132.728,-0.3230309,-0.23906098
-1,0.0000000000045249815,0.2877598,0.000000114082965,3.6920736,440.86255,1022.9144,0.99963707,0.99958396
-1,0.00000000000019308725,0.57127607,0.000024675453,4.208993,686.19653,937.2725,0.0029132806,-0.36220658
-1,0.00000000000020430113,0.759461,0.000035299818,3.5419378,852.5024,1167.1852,0.008799795,-0.120898284
